Observation id,Observation date,Description,Observation duration,Observation type,Source,Time offset (s),Media duration (s),FPS,Subject,Behavior,Behavioral category,Behavior type,Time,Media file name,Image index,Image file path,Comment
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,STOP,778.700,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,7787,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,833.400,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,8334,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,STOP,834.000,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,8340,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,842.900,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,8429,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,STOP,844.500,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,8445,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Approach,,START,869.700,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,8697,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Approach,,STOP,871.199,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,NA,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,871.200,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,8712,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,STOP,872.000,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,8720,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,s1_Removed,,POINT,872.900,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,8729,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,s1_Introduced,,POINT,941.700,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,9417,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Approach,,START,955.200,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,9552,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Approach,,STOP,957.399,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,NA,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,957.400,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,9574,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,STOP,959.100,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,9591,NA,
n8-240821-125247,2024-08-26 17:29:06.781,,1067.000,Media file(s),player #1:n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,0.0,1312.800,10.000,Subject,Investigation,,START,961.900,n8-240821-125247\8_21_24_Hab_DisHab_P2C2-240821-081258_n8-240821-125247_Cam1.avi,9619,NA,
